post,aspect,polarity
বাংলা আজ ১৭ ভাগের ১ ভাগ চোষক ১৬ ভাগ কে চোষ্ছে,other,negative
আমার ডিজিটাল বাংলাদেশ ডিজিটাল ভাবে দিবো,politics,positive
তুমি নতুন নতুন বিকল্প পথ আবিষ্কার করতে থাক।,other,neutral
তারা ক্ষমতা হারানোর ভয়ে ভীত থাকে,politics,negative
আপনি কোরান পড়ুন,religion,positive
২০ কোটি টাকা পেয়ে দালাল মিডিয়া চুপ আছে,other,negative
সংলাপে প্রধানমন্ত্রীর আশ্বাসের কোনো বিশ্বাস মেলেনি: রিজভী,politics,negative
এটা ওভার এ্যাকটিং হয়ে গেল না,other,negative
এই যুদ্ধ কার সাথে ইন্ডিয়ার সাথে নাকি?????,other,neutral
হানিফের কথায় বুঝা যায় তারা রাজতন্ত বানাতে চাচ্ছে,other,negative
ভাই যারা এমন বলে তাদের আল্লাহ্‌ হিদায়াত দান করুন।,religion,positive
ভাষন দিলে বাল হবে আর!,politics,negative
বিপদ কখনো বলে আসেনা,other,neutral
নুরুল হুদার হোলের বিচি সরকারের হাতে,politics,negative
ভালোবাসার আর এক নাম তামিম ইকবাল ।,sports,positive
ঘোষণা তো করলা এই বার নাকে তেল দিয়ে ঘুমা।,other,neutral
বাংলাদেশ জিম্ববাবুর সেথে বাল খেলে অন দলের সাথে এমন খেলতে পারেনা,sports,negative
বাতিল মাল সব এক হয়েছে,other,negative
পুরা ভুগাস তথ্য!,other,negative
ভেবেছিলেন আসবে?,other,neutral
আল্লাহ আপনার নেক হায়াত দান করুন আমিন,religion,positive
আওয়ামী লীগে বিভক্তি বিএনপি ঐক্যবদ্ধ,politics,neutral
বেইমানদের কে কাঠগড়ায় দাড়াতে হবে,other,positive
তারা ভয় পায় যদি সেই দিন সেনাবাহিনী দেশ দখল করে,other,negative
"উৎসাহের আরেক নাম মাসরাফি, হার জিত থাকতে পারে,",sports,positive
আওয়ামিলিগের শিখানো কথা শালা,politics,negative
"ব্রুইন কখন বার্সা প্লেয়ার হলো ভাই ,অফ টপিক দিলেন না",sports,negative
জাতীয় পাটি পাগল দল ।,politics,negative
